CVE ID,Framework/Tool,Affected Versions,Type of Attack,Description,Severity Score,Source of CVE,Relevant Phase,Attack Vector,Mitigation,Source of Mitigation,Extracted Version
CVE-2011-1850,vector db,Unknown (Needs Research),Buffer Overflow,Stack-based buffer overflow in the logging functionality of HP Intelligent Management Center (IMC) 5.0 allows remote attackers to execute arbitrary code via vectors related to the dbman.exe logging component.,10.0,NVD,Operation,Unknown,Apply patches to HP IMC. Enforce input validation and safe logging practices to prevent buffer overflow vulnerabilities in logging mechanisms.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2011-2171,vector db,< 0.12.433,Unspecified Vulnerability,Unspecified vulnerability in the dbugs package in Google Chrome OS before R12 0.12.433.38 Beta has unknown impact and attack vectors.,10.0,NVD,Operation,Unknown,Update to the latest version of Google Chrome OS. Ensure security patches are applied regularly to address vulnerabilities in system packages like dbugs.,"NIST SP 800-53 Rev. 5, SI-5 (Security Alerts and Advisories)",0.12.433
CVE-2011-1528,vector db,Unknown (Needs Research),Denial of Service,Buffer overflow in the krb5_ldap_lockout_audit function in MIT Kerberos 5 when using the LDAP back end allows remote attackers to cause a denial of service via vectors related to the locked_check_p function.,7.8,NVD,Operation,Unknown,Apply updates for MIT Kerberos. Use memory protection techniques to prevent denial of service attacks from buffer overflows in key services.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2011-1529,vector db,Unknown (Needs Research),Denial of Service,"The lookup_lockout_policy function in MIT Kerberos 5 allows remote attackers to cause a denial of service via vectors triggering certain errors, when the db2 (Berkeley DB) or LDAP back end is used.",7.8,NVD,Operation,Unknown,Apply security updates for MIT Kerberos. Monitor and limit inputs to critical functions like lookup_lockout_policy to prevent denial of service.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2011-4151,vector db,Unknown (Needs Research),Denial of Service,"A separate vulnerability from CVE-2011-1528, in MIT Kerberos 5 krb5_db2_lockout_audit, which allows remote attackers to cause a denial of service when the db2 back end is used.",7.8,NVD,Operation,Unknown,Update MIT Kerberos software. Limit exposure of services like db2 and use memory-safe programming techniques to avoid such vulnerabilities.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2011-3989,vector db,Unknown (Needs Research),SQL Injection,SQL injection vulnerability in DBD::mysqlPP 0.04 and earlier versions allows remote attackers to execute arbitrary SQL commands.,7.5,NVD,Operation,Database Query Manipulation,Apply patches to the DBD::mysqlPP Perl module. Ensure that all SQL queries are parameterized and input is validated to prevent SQL injection.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",
CVE-2011-1373,vector db,Unknown (Needs Research),Denial of Service,Unspecified vulnerability in IBM DB2 9.7 before FP5 on UNIX allows local users to cause a denial of service when the Self Tuning Memory Manager (STMM) feature and AUTOMATIC DATABASE_MEMORY settings are configured.,1.5,NVD,Operation,Unknown,Update IBM DB2 to the latest fix packs. Review and configure database memory settings to ensure system stability under heavy loads.,"NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2012-1796,vector db,Unknown (Needs Research),Privilege Escalation,An unspecified vulnerability in IBM Tivoli Monitoring Agent (ITMA) allows local users to gain privileges on IBM DB2 9.5 before FP9 on UNIX systems.,7.2,NVD,Operation,User Privileges,Apply the latest patches for IBM DB2 and IBM Tivoli Monitoring Agent. Restrict local user access to critical services to prevent privilege escalation.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
CVE-2012-1797,vector db,Unknown (Needs Research),Permission Misconfiguration,"IBM DB2 9.5 uses world-writable permissions for nodes.reg, which could lead to unauthorized access or modification.",10.0,NVD,Operation,Unknown,Apply fix packs for IBM DB2 to address permission issues. Use secure file permissions and regularly audit system files to prevent unauthorized access.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
CVE-2012-0713,vector db,Unknown (Needs Research),Information Disclosure,"Unspecified vulnerability in IBM DB2 9.7's XML feature allows remote authenticated users to read arbitrary XML files, exposing sensitive data.",3.5,NVD,Operation,Unknown,Apply IBM DB2 updates. Limit user access to XML file reading functionality and enforce strict access controls for sensitive data access.,"NIST SP 800-53 Rev. 5, AC-3 (Access Enforcement)",
CVE-2013-0490,vector db,Unknown (Needs Research),Privilege Escalation,Unspecified vulnerability in IBM InfoSphere Guardium S-TAP 8.1 for DB2 on z/OS allows local users to gain privileges via unknown vectors.,7.2,NVD,Operation,User Privileges,Apply IBM patches for Guardium S-TAP. Restrict local access to sensitive components and enforce least privilege principle to minimize the risk of privilege escalation.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege)",
CVE-2013-3475,vector db,Unknown (Needs Research),Buffer Overflow,Stack-based buffer overflow in db2aud in IBM DB2 allows local users to gain privileges through unspecified vectors.,7.2,NVD,Operation,Unknown,"Update to the latest DB2 version. Implement buffer overflow protection, such as stack canaries, and ensure strict memory management policies to prevent privilege escalation.","NIST SP 800-53 Rev. 5, SI-16 (Memory Protection)",
CVE-2013-5310,vector db,Unknown (Needs Research),SQL Injection,SQL injection vulnerability in the DB Integration (wfqbe) extension for TYPO3 allows remote attackers to execute arbitrary SQL commands.,7.5,NVD,Operation,Database Query Manipulation,Update to the latest version of the wfqbe extension for TYPO3. Implement strict input validation and query parameterization to prevent SQL injection attacks.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",
CVE-2013-5466,vector db,Unknown (Needs Research),Denial of Service,Vulnerability in the XSLT library of IBM DB2 and DB2 Connect allows remote authenticated users to cause a denial of service via unspecified vectors.,4.0,NVD,Operation,Unknown,Update DB2 and DB2 Connect to the latest versions. Restrict access to DB2's XSLT functionality and monitor for unusual activities involving XSLT requests.,"NIST SP 800-53 Rev. 5, SC-5 (Denial of Service Protection)",
CVE-2013-4841,vector db,Unknown (Needs Research),Remote Code Execution,Vulnerability in HP StoreVirtual LeftHand OS allows remote attackers to execute arbitrary code through the dbd_manager component.,10.0,NVD,Operation,Unknown,Apply HP StoreVirtual updates. Secure critical management interfaces and services by enforcing strong authentication and access controls.,"NIST SP 800-53 Rev. 5, AC-3 (Access Enforcement)",
CVE-2014-2579,vector db,Unknown (Needs Research),Cross-Site Request Forgery (CSRF),"XCloner Standalone 3.5 and earlier versions have multiple CSRF vulnerabilities, allowing attackers to hijack administrator sessions to change passwords and access database backups.",7.6,NVD,Operation,Unknown,"Update XCloner to the latest version. Implement anti-CSRF tokens and secure cookie attributes (HttpOnly, Secure) to prevent session hijacking.","NIST SP 800-53 Rev. 5, SC-23 (Session Authenticity)",
CVE-2015-1922,vector db,Unknown (Needs Research),Privilege Escalation,"The Data Movement implementation in IBM DB2 9.7 through FP10, 9.8 through FP5, 10.1 before FP5, and 10.5 through FP5 on Linux, UNIX, and Windows allows remote authenticated users to bypass intended access restrictions and delete table rows via unspecified vectors.",3.5,NVD,Access Management,User Privileges,Apply patches provided by IBM to address this vulnerability. Enforce role-based access control (RBAC) for authenticated users to restrict unnecessary privilege escalation.,"NIST SP 800-53 Rev. 5, AC-5 (Separation of Duties), AC-6 (Least Privilege)",
CVE-2015-1935,vector db,Unknown (Needs Research),Buffer Overflow,"The scalar-function implementation in IBM DB2 9.7 through FP10, 9.8 through FP5, 10.1 before FP5, and 10.5 through FP5 on Linux, UNIX, and Windows allows remote attackers to cause a denial of service or execute arbitrary code via unspecified vectors.",8.0,NVD,"Maintenance, Monitoring",Unknown,Update IBM DB2 to the latest fixed versions. Use intrusion detection systems (IDS) to monitor and block attempts to exploit vulnerabilities involving buffer overflows.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation), SI-10 (Information Input Validation)",
CVE-2015-5691,vector db,< 5.0.0,Cross-Site Scripting (XSS),Multiple cross-site scripting (XSS) vulnerabilities in PHP scripts in the management console on Symantec Web Gateway (SWG) appliances with software before 5.2.2 DB 5.0.0.1277 allow remote attackers to inject arbitrary web script or HTML via unspecified vectors.,4.3,NVD,"Maintenance, Monitoring",Unknown,Apply updates provided by Symantec. Implement proper input validation and output encoding to prevent XSS vulnerabilities.,"OWASP Top Ten, A7 (Cross-Site Scripting)",5.0.0
CVE-2015-5693,vector db,< 5.0.0,Command Injection,"The management console on Symantec Web Gateway (SWG) appliances with software before 5.2.2 DB 5.0.0.1277 allows remote authenticated users to execute arbitrary commands via vectors related to ""traffic capture.""",7.9,NVD,Configuration Management,Unknown,Ensure that SWG appliances are updated to the latest version. Apply principle of least privilege to limit the damage caused by command injection attacks.,"NIST SP 800-53 Rev. 5, SI-7 (Software, Firmware, and Information Integrity), CM-5 (Access Restrictions)",5.0.0
CVE-2015-6547,vector db,< 5.0.0,Command Injection,The management console on Symantec Web Gateway (SWG) appliances with software before 5.2.2 DB 5.0.0.1277 allows remote authenticated users to execute arbitrary commands at boot time via unspecified vectors.,8.3,NVD,Configuration Management,Unknown,Update the SWG management console software to the latest version. Enable application whitelisting to restrict the execution of unauthorized commands during the boot process.,"NIST SP 800-53 Rev. 5, CM-6 (Configuration Settings), CM-7 (Least Functionality)",5.0.0
CVE-2015-6548,vector db,< 5.0.0,SQL Injection,Multiple SQL injection vulnerabilities in a PHP script in the management console on Symantec Web Gateway (SWG) appliances with software before 5.2.2 DB 5.0.0.1277 allow remote authenticated users to execute arbitrary SQL commands via unspecified vectors.,5.8,NVD,"Monitoring, Testing",Database Query Manipulation,Sanitize all inputs and use prepared statements to prevent SQL injection attacks. Monitor and log database access to detect any suspicious or unauthorized activities.,"OWASP Top Ten, A1 (Injection), NIST SP 800-53 Rev. 5, SI-10 (Input Validation)",5.0.0
CVE-2017-3605,vector db,Unknown (Needs Research),Privilege Escalation,"Vulnerability in the Data Store component of Oracle Berkeley DB. Similar to CVE-2017-3604, allows unauthenticated attacker to compromise Data Store. Requires human interaction from another user.",7.0,NVD,Access Management,User Privileges,Update to the latest version of Oracle Berkeley DB. Enforce strict access controls and isolate the Data Store infrastructure to prevent unauthorized access.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), SI-2 (Flaw Remediation)",
CVE-2017-3606,vector db,< 6.2.32,Privilege Escalation,Vulnerability in Oracle Berkeley DB before version 6.2.32. Allows unauthenticated attackers to compromise Data Store with successful attacks leading to full control over the Data Store.,7.0,NVD,Configuration Management,User Privileges,Ensure Oracle Berkeley DB is updated to the recommended version. Implement user monitoring and restrict permissions to minimize the impact of successful attacks.,"NIST SP 800-53 Rev. 5, CM-6 (Configuration Settings), AC-3 (Access Enforcement)",6.2.32
CVE-2017-3607,vector db,< 6.2.32,Privilege Escalation,Vulnerability in Oracle Berkeley DB prior to 6.2.32. This flaw enables attackers to compromise the Data Store infrastructure after interacting with another authenticated user.,7.0,NVD,Access Management,User Privileges,"Apply security patches for Oracle Berkeley DB. Enable multi-factor authentication (MFA) to prevent unauthorized access, and monitor logs for unusual activity.","NIST SP 800-53 Rev. 5, IA-2 (Identification and Authentication)",6.2.32
CVE-2017-3608,vector db,< 6.2.32,Privilege Escalation,"Similar to other vulnerabilities in Oracle Berkeley DB prior to 6.2.32, this CVE allows attackers to exploit the Data Store infrastructure via human interaction from another user.",7.0,NVD,Access Management,User Privileges,Update to the latest version of Oracle Berkeley DB. Implement least privilege principles and restrict access to critical infrastructure components.,"NIST SP 800-53 Rev. 5, AC-6 (Least Privilege), CM-6 (Configuration Settings)",6.2.32
CVE-2017-3609,vector db,< 6.2.32,Privilege Escalation,Vulnerability in Oracle Berkeley DB prior to 6.2.32 that allows attackers to compromise the infrastructure via interaction with another person. Leads to complete takeover of the Data Store.,7.0,NVD,"Monitoring, Access Control",User Privileges,Apply Oracle patches. Implement intrusion detection systems (IDS) to monitor for unauthorized access attempts. Enforce least privilege to reduce potential attack surfaces.,"NIST SP 800-53 Rev. 5, SI-4 (Information System Monitoring), AC-6 (Least Privilege)",6.2.32
CVE-2017-3610,vector db,< 6.2.32,Privilege Escalation,"A vulnerability affecting Oracle Berkeley DB versions prior to 6.2.32, allowing unauthenticated attackers to compromise the Data Store infrastructure. Exploiting this flaw requires human interaction from another user.",7.0,NVD,"Maintenance, Monitoring",User Privileges,Update to the latest secure version of Oracle Berkeley DB. Restrict access and perform continuous security audits to minimize unauthorized access.,"NIST SP 800-53 Rev. 5, AC-3 (Access Enforcement), CA-7 (Continuous Monitoring)",6.2.32
CVE-2017-3612,vector db,< 6.2.32,Privilege Escalation,Oracle Berkeley DB prior to 6.2.32 allows attackers to compromise the Data Store by interacting with another user. Exploitation results in complete control over Data Store operations.,7.0,NVD,Configuration Management,User Privileges,Apply security patches and ensure that strict access control mechanisms are in place to prevent unauthorized access. Log and monitor user activities to detect anomalies in access patterns.,"NIST SP 800-53 Rev. 5, AC-3 (Access Enforcement), SI-4 (System Monitoring)",6.2.32
